Feature value 1, Feature value 2, Jaccard coefficient for reference set, Jaccard coefficient for MMP-targeting set
Germ_HV_IGHV4-59*07,Canonical_L3_0,0.00404040404040404,0.0
Germ_HV_IGHV4-59*07,Canonical_H1_2,0.03571428571428571,0.0
Germ_HV_IGHV4-59*07,Canonical_H1_4,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H1_1,0.002277904328018223,0.0
Germ_HV_IGHV4-59*07,Canonical_H1_3,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H1_0,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H2_6,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H2_0,0.012048192771084338,0.0
Germ_HV_IGHV4-59*07,Canonical_H2_5,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H2_3,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H3_2,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H3_1,0.0,0.0
Germ_HV_IGHV4-59*07,Canonical_H3_0,0.006944444444444444,0.0
Germ_HV_IGHV4-59*07,Canonical_H3_3,0.004424778761061947,0.0
Germ_HV_IGHV4-59*07,PI_0.0-3.5,0.0,0.0
Germ_HV_IGHV4-59*07,PI_3.5-3.9375,0.0064516129032258064,0.0
Germ_HV_IGHV4-59*07,PI_3.9375-4.375,0.0,0.0
Germ_HV_IGHV4-59*07,PI_4.375-5.25,0.0,0.0
Germ_HV_IGHV4-59*07,PI_5.25-5.6875,0.0,0.0
Germ_HV_IGHV4-59*07,PI_5.6875-6.125,0.0,0.0
Germ_HV_IGHV4-59*07,PI_6.125-7.0,0.0,0.0
Germ_HV_IGHV4-59*07,PI_7.0-14.0,0.021739130434782608,0.0
Germ_HV_IGHV1S7*01,Germ_HV_IGHV6-6*02,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HV_IGHV2S33*01,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ4*01,0.006289308176100629,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ1*01,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ4*02,0.3333333333333333,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HV_IGHV1S7*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_L1_2,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_L1_4,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_L1_3,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_L1_5,0.01015228426395939,0.0
Germ_HV_IGHV1S7*01,Canonical_L1_0,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_L2_0,0.00404040404040404,0.0
Germ_HV_IGHV1S7*01,Canonical_L3_0,0.00404040404040404,0.0
Germ_HV_IGHV1S7*01,Canonical_H1_2,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H1_4,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H1_1,0.0045662100456621,0.0
Germ_HV_IGHV1S7*01,Canonical_H1_3,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H1_0,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H2_6,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H2_0,0.012048192771084338,0.0
Germ_HV_IGHV1S7*01,Canonical_H2_5,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H2_3,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H3_2,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H3_1,0.0,0.0
Germ_HV_IGHV1S7*01,Canonical_H3_0,0.006944444444444444,0.0
Germ_HV_IGHV1S7*01,Canonical_H3_3,0.004424778761061947,0.0
Germ_HV_IGHV1S7*01,PI_0.0-3.5,0.0,0.0
Germ_HV_IGHV1S7*01,PI_3.5-3.9375,0.0064516129032258064,0.0
Germ_HV_IGHV1S7*01,PI_3.9375-4.375,0.0,0.0
Germ_HV_IGHV1S7*01,PI_4.375-5.25,0.0,0.0
Germ_HV_IGHV1S7*01,PI_5.25-5.6875,0.0,0.0
Germ_HV_IGHV1S7*01,PI_5.6875-6.125,0.0,0.0
Germ_HV_IGHV1S7*01,PI_6.125-7.0,0.0,0.0
Germ_HV_IGHV1S7*01,PI_7.0-14.0,0.021739130434782608,0.0
Germ_HV_IGHV6-6*02,Germ_HV_IGHV2S33*01,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ4*01,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ1*01,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ3*01,0.021505376344086023,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ2*01,0.011235955056179775,0.0
Germ_HV_IGHV6-6*02,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_L1_2,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_L1_4,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_L1_3,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_L1_5,0.005025125628140704,0.0
Germ_HV_IGHV6-6*02,Canonical_L1_0,0.007518796992481203,0.0
Germ_HV_IGHV6-6*02,Canonical_L2_0,0.006060606060606061,0.0
Germ_HV_IGHV6-6*02,Canonical_L3_0,0.006060606060606061,0.0
Germ_HV_IGHV6-6*02,Canonical_H1_2,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H1_4,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H1_1,0.00684931506849315,0.0
Germ_HV_IGHV6-6*02,Canonical_H1_3,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H1_0,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H2_6,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H2_0,0.018072289156626505,0.0
Germ_HV_IGHV6-6*02,Canonical_H2_5,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H2_3,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H3_2,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H3_1,0.0,0.0
Germ_HV_IGHV6-6*02,Canonical_H3_0,0.02097902097902098,0.0
Germ_HV_IGHV6-6*02,Canonical_H3_3,0.0,0.0
Germ_HV_IGHV6-6*02,PI_0.0-3.5,0.0,0.0
Germ_HV_IGHV6-6*02,PI_3.5-3.9375,0.00641025641025641,0.0
Germ_HV_IGHV6-6*02,PI_3.9375-4.375,0.0,0.0
Germ_HV_IGHV6-6*02,PI_4.375-5.25,0.0,0.0
Germ_HV_IGHV6-6*02,PI_5.25-5.6875,0.06451612903225806,0.0
Germ_HV_IGHV6-6*02,PI_5.6875-6.125,0.0,0.0
Germ_HV_IGHV6-6*02,PI_6.125-7.0,0.0,0.0
Germ_HV_IGHV6-6*02,PI_7.0-14.0,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ4*01,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ1*01,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ2*01,0.011494252873563218,0.0
Germ_HV_IGHV2S33*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_L1_2,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_L1_4,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_L1_3,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_L1_5,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_L1_0,0.0037735849056603774,0.0
Germ_HV_IGHV2S33*01,Canonical_L2_0,0.00202020202020202,0.0
Germ_HV_IGHV2S33*01,Canonical_L3_0,0.00202020202020202,0.0
Germ_HV_IGHV2S33*01,Canonical_H1_2,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H1_4,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H1_1,0.00228310502283105,0.0
Germ_HV_IGHV2S33*01,Canonical_H1_3,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H1_0,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H2_6,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H2_0,0.006024096385542169,0.0
Germ_HV_IGHV2S33*01,Canonical_H2_5,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H2_3,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H3_2,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H3_1,0.0,0.0
Germ_HV_IGHV2S33*01,Canonical_H3_0,0.006993006993006993,0.0
Germ_HV_IGHV2S33*01,Canonical_H3_3,0.0,0.0
Germ_HV_IGHV2S33*01,PI_0.0-3.5,0.0,0.0
Germ_HV_IGHV2S33*01,PI_3.5-3.9375,0.0,0.0
Germ_HV_IGHV2S33*01,PI_3.9375-4.375,0.0,0.0
Germ_HV_IGHV2S33*01,PI_4.375-5.25,0.022727272727272728,0.0
Germ_HV_IGHV2S33*01,PI_5.25-5.6875,0.0,0.0
Germ_HV_IGHV2S33*01,PI_5.6875-6.125,0.0,0.0
Germ_HV_IGHV2S33*01,PI_6.125-7.0,0.0,0.0
Germ_HV_IGHV2S33*01,PI_7.0-14.0,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ1*01,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HJ_IGHJ4*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HJ_IGHJ4*01,Canonical_L1_2,0.0,0.0
Germ_HJ_IGHJ4*01,Canonical_L1_4,0.03314917127071823,0.0
Germ_HJ_IGHJ4*01,Canonical_L1_3,0.00625,0.0
Germ_HJ_IGHJ4*01,Canonical_L1_5,0.22413793103448276,0.012345679012345678
Germ_HJ_IGHJ4*01,Canonical_L1_0,0.2551928783382789,0.0
Germ_HJ_IGHJ4*01,Canonical_L2_0,0.3191919191919192,0.006024096385542169
Germ_HJ_IGHJ4*01,Canonical_L3_0,0.3191919191919192,0.006024096385542169
Germ_HJ_IGHJ4*01,Canonical_H1_2,0.027777777777777776,0.0
Germ_HJ_IGHJ4*01,Canonical_H1_4,0.0,0.0
Germ_HJ_IGHJ4*01,Canonical_H1_1,0.31277533039647576,0.006024096385542169
Germ_HJ_IGHJ4*01,Canonical_H1_3,0.06395348837209303,0.0
Germ_HJ_IGHJ4*01,Canonical_H1_0,0.0,0.0
Germ_HJ_IGHJ4*01,Canonical_H2_6,0.1694915254237288,0.0
Germ_HJ_IGHJ4*01,Canonical_H2_0,0.1781818181818182,0.1111111111111111
Germ_HJ_IGHJ4*01,Canonical_H2_5,0.23154362416107382,0.0
Germ_HJ_IGHJ4*01,Canonical_H2_3,0.0,0.0
Germ_HJ_IGHJ4*01,Canonical_H3_2,0.08241758241758242,0.0
Germ_HJ_IGHJ4*01,Canonical_H3_1,0.16037735849056603,0.0
Germ_HJ_IGHJ4*01,Canonical_H3_0,0.13157894736842105,0.045454545454545456
Germ_HJ_IGHJ4*01,Canonical_H3_3,0.23948220064724918,0.0
Germ_HJ_IGHJ4*01,PI_0.0-3.5,0.07909604519774012,0.0
Germ_HJ_IGHJ4*01,PI_3.5-3.9375,0.19540229885057472,0.012658227848101266
Germ_HJ_IGHJ4*01,PI_3.9375-4.375,0.16517857142857142,0.0
Germ_HJ_IGHJ4*01,PI_4.375-5.25,0.052083333333333336,0.0
Germ_HJ_IGHJ4*01,PI_5.25-5.6875,0.021739130434782608,0.0
Germ_HJ_IGHJ4*01,PI_5.6875-6.125,0.1256544502617801,0.0
Germ_HJ_IGHJ4*01,PI_6.125-7.0,0.03888888888888889,0.0
Germ_HJ_IGHJ4*01,PI_7.0-14.0,0.057291666666666664,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HJ_IGHJ1*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_L1_2,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_L1_4,0.08333333333333333,0.0
Germ_HJ_IGHJ1*01,Canonical_L1_3,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_L1_5,0.018518518518518517,0.0
Germ_HJ_IGHJ1*01,Canonical_L1_0,0.054945054945054944,0.017857142857142856
Germ_HJ_IGHJ1*01,Canonical_L2_0,0.046464646464646465,0.006024096385542169
Germ_HJ_IGHJ1*01,Canonical_L3_0,0.046464646464646465,0.006024096385542169
Germ_HJ_IGHJ1*01,Canonical_H1_2,0.06382978723404255,0.0
Germ_HJ_IGHJ1*01,Canonical_H1_4,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_H1_1,0.042986425339366516,0.006024096385542169
Germ_HJ_IGHJ1*01,Canonical_H1_3,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_H1_0,0.04,0.0
Germ_HJ_IGHJ1*01,Canonical_H2_6,0.06015037593984962,0.006369426751592357
Germ_HJ_IGHJ1*01,Canonical_H2_0,0.05,0.0
Germ_HJ_IGHJ1*01,Canonical_H2_5,0.02654867256637168,0.0
Germ_HJ_IGHJ1*01,Canonical_H2_3,0.0,0.0
Germ_HJ_IGHJ1*01,Canonical_H3_2,0.03333333333333333,0.030303030303030304
Germ_HJ_IGHJ1*01,Canonical_H3_1,0.01834862385321101,0.0
Germ_HJ_IGHJ1*01,Canonical_H3_0,0.018404907975460124,0.0
Germ_HJ_IGHJ1*01,Canonical_H3_3,0.06896551724137931,0.0
Germ_HJ_IGHJ1*01,PI_0.0-3.5,0.0,0.0
Germ_HJ_IGHJ1*01,PI_3.5-3.9375,0.017241379310344827,0.0
Germ_HJ_IGHJ1*01,PI_3.9375-4.375,0.04132231404958678,0.0
Germ_HJ_IGHJ1*01,PI_4.375-5.25,0.08064516129032258,0.0
Germ_HJ_IGHJ1*01,PI_5.25-5.6875,0.0,0.0
Germ_HJ_IGHJ1*01,PI_5.6875-6.125,0.012658227848101266,0.0
Germ_HJ_IGHJ1*01,PI_6.125-7.0,0.08333333333333333,0.0
Germ_HJ_IGHJ1*01,PI_7.0-14.0,0.07936507936507936,0.25
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HJ_IGHJ6*02,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HJ_IGHJ6*02,Canonical_L1_2,0.0,0.0
Germ_HJ_IGHJ6*02,Canonical_L1_4,0.037037037037037035,0.0
Germ_HJ_IGHJ6*02,Canonical_L1_3,0.017543859649122806,0.0
Germ_HJ_IGHJ6*02,Canonical_L1_5,0.058823529411764705,0.0
Germ_HJ_IGHJ6*02,Canonical_L1_0,0.13074204946996468,0.0
Germ_HJ_IGHJ6*02,Canonical_L2_0,0.1111111111111111,0.0
Germ_HJ_IGHJ6*02,Canonical_L3_0,0.1111111111111111,0.0
Germ_HJ_IGHJ6*02,Canonical_H1_2,0.012345679012345678,0.0
Germ_HJ_IGHJ6*02,Canonical_H1_4,0.017857142857142856,0.0
Germ_HJ_IGHJ6*02,Canonical_H1_1,0.11036036036036036,0.0
Germ_HJ_IGHJ6*02,Canonical_H1_3,0.05263157894736842,0.0
Germ_HJ_IGHJ6*02,Canonical_H1_0,0.0,0.0
Germ_HJ_IGHJ6*02,Canonical_H2_6,0.18493150684931506,0.0
Germ_HJ_IGHJ6*02,Canonical_H2_0,0.09405940594059406,0.0
Germ_HJ_IGHJ6*02,Canonical_H2_5,0.03529411764705882,0.0
Germ_HJ_IGHJ6*02,Canonical_H2_3,0.0,0.0
Germ_HJ_IGHJ6*02,Canonical_H3_2,0.10588235294117647,0.0
Germ_HJ_IGHJ6*02,Canonical_H3_1,0.06716417910447761,0.0
Germ_HJ_IGHJ6*02,Canonical_H3_0,0.058823529411764705,0.0
Germ_HJ_IGHJ6*02,Canonical_H3_3,0.10236220472440945,0.0
Germ_HJ_IGHJ6*02,PI_0.0-3.5,0.08641975308641975,0.0
Germ_HJ_IGHJ6*02,PI_3.5-3.9375,0.08854166666666667,0.0
Germ_HJ_IGHJ6*02,PI_3.9375-4.375,0.07482993197278912,0.0
Germ_HJ_IGHJ6*02,PI_4.375-5.25,0.1,0.0
Germ_HJ_IGHJ6*02,PI_5.25-5.6875,0.024096385542168676,0.0
Germ_HJ_IGHJ6*02,PI_5.6875-6.125,0.037037037037037035,0.0
Germ_HJ_IGHJ6*02,PI_6.125-7.0,0.024390243902439025,0.0
Germ_HJ_IGHJ6*02,PI_7.0-14.0,0.030927835051546393,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HJ_IGHJ3*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HJ_IGHJ3*01,Canonical_L1_2,0.010869565217391304,0.0
Germ_HJ_IGHJ3*01,Canonical_L1_4,0.025423728813559324,0.0
Germ_HJ_IGHJ3*01,Canonical_L1_3,0.0,0.0
Germ_HJ_IGHJ3*01,Canonical_L1_5,0.1991701244813278,0.0
Germ_HJ_IGHJ3*01,Canonical_L1_0,0.12618296529968454,0.03571428571428571
Germ_HJ_IGHJ3*01,Canonical_L2_0,0.18585858585858586,0.012048192771084338
Germ_HJ_IGHJ3*01,Canonical_L3_0,0.18585858585858586,0.012048192771084338
Germ_HJ_IGHJ3*01,Canonical_H1_2,0.07207207207207207,0.0
Germ_HJ_IGHJ3*01,Canonical_H1_4,0.010752688172043012,0.0
Germ_HJ_IGHJ3*01,Canonical_H1_1,0.16740088105726872,0.012048192771084338
Germ_HJ_IGHJ3*01,Canonical_H1_3,0.044642857142857144,0.0
Germ_HJ_IGHJ3*01,Canonical_H1_0,0.021505376344086023,0.0
Germ_HJ_IGHJ3*01,Canonical_H2_6,0.07142857142857142,0.012738853503184714
Germ_HJ_IGHJ3*01,Canonical_H2_0,0.15695067264573992,0.0
Germ_HJ_IGHJ3*01,Canonical_H2_5,0.16666666666666666,0.0
Germ_HJ_IGHJ3*01,Canonical_H2_3,0.0,0.0
Germ_HJ_IGHJ3*01,Canonical_H3_2,0.007692307692307693,0.0
Germ_HJ_IGHJ3*01,Canonical_H3_1,0.1111111111111111,0.0
Germ_HJ_IGHJ3*01,Canonical_H3_0,0.20512820512820512,0.043478260869565216
Germ_HJ_IGHJ3*01,Canonical_H3_3,0.11619718309859155,0.009900990099009901
Germ_HJ_IGHJ3*01,PI_0.0-3.5,0.0,0.03571428571428571
Germ_HJ_IGHJ3*01,PI_3.5-3.9375,0.10810810810810811,0.0
Germ_HJ_IGHJ3*01,PI_3.9375-4.375,0.07734806629834254,0.030303030303030304
Germ_HJ_IGHJ3*01,PI_4.375-5.25,0.0625,0.0
Germ_HJ_IGHJ3*01,PI_5.25-5.6875,0.18446601941747573,0.0
Germ_HJ_IGHJ3*01,PI_5.6875-6.125,0.07971014492753623,0.0
Germ_HJ_IGHJ3*01,PI_6.125-7.0,0.025423728813559324,0.0
Germ_HJ_IGHJ3*01,PI_7.0-14.0,0.10483870967741936,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_HJ_IGHJ5*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_HJ_IGHJ5*01,Canonical_L1_2,0.0,0.0
Germ_HJ_IGHJ5*01,Canonical_L1_4,0.09433962264150944,0.0
Germ_HJ_IGHJ5*01,Canonical_L1_3,0.03225806451612903,0.0
Germ_HJ_IGHJ5*01,Canonical_L1_5,0.041474654377880185,0.012345679012345678
Germ_HJ_IGHJ5*01,Canonical_L1_0,0.05,0.0
Germ_HJ_IGHJ5*01,Canonical_L2_0,0.05858585858585859,0.006024096385542169
Germ_HJ_IGHJ5*01,Canonical_L3_0,0.05858585858585859,0.006024096385542169
Germ_HJ_IGHJ5*01,Canonical_H1_2,0.037037037037037035,0.0
Germ_HJ_IGHJ5*01,Canonical_H1_4,0.0,0.0
Germ_HJ_IGHJ5*01,Canonical_H1_1,0.06136363636363636,0.006024096385542169
Germ_HJ_IGHJ5*01,Canonical_H1_3,0.0,0.0
Germ_HJ_IGHJ5*01,Canonical_H1_0,0.0,0.0
Germ_HJ_IGHJ5*01,Canonical_H2_6,0.072992700729927,0.006369426751592357
Germ_HJ_IGHJ5*01,Canonical_H2_0,0.05405405405405406,0.0
Germ_HJ_IGHJ5*01,Canonical_H2_5,0.034782608695652174,0.0
Germ_HJ_IGHJ5*01,Canonical_H2_3,0.03333333333333333,0.0
Germ_HJ_IGHJ5*01,Canonical_H3_2,0.0625,0.030303030303030304
Germ_HJ_IGHJ5*01,Canonical_H3_1,0.044642857142857144,0.0
Germ_HJ_IGHJ5*01,Canonical_H3_0,0.01775147928994083,0.0
Germ_HJ_IGHJ5*01,Canonical_H3_3,0.07172995780590717,0.0
Germ_HJ_IGHJ5*01,PI_0.0-3.5,0.06896551724137931,0.0
Germ_HJ_IGHJ5*01,PI_3.5-3.9375,0.057803468208092484,0.0
Germ_HJ_IGHJ5*01,PI_3.9375-4.375,0.03937007874015748,0.0
Germ_HJ_IGHJ5*01,PI_4.375-5.25,0.013888888888888888,0.0
Germ_HJ_IGHJ5*01,PI_5.25-5.6875,0.017241379310344827,0.0
Germ_HJ_IGHJ5*01,PI_5.6875-6.125,0.03614457831325301,0.08333333333333333
Germ_HJ_IGHJ5*01,PI_6.125-7.0,0.03571428571428571,0.0
Germ_HJ_IGHJ5*01,PI_7.0-14.0,0.04225352112676056,0.0
Germ_HJ_IGHJ1*02,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_HJ_IGHJ1*02,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_HJ_IGHJ1*02,Germ_HJ_IGHJ4*02,0.0,0.0
